date,code,open,high,low,close,pre_close,volume,amount,turnover,change_pct,MA5,MA10,MA20,MA60,MACD_DIF,MACD_DEA,MACD_HIST,MACD_golden_cross,MACD_death_cross,RSI,RSI_oversold,RSI_overbought,BB_MIDDLE,BB_UPPER,BB_LOWER,BB_WIDTH,BB_percent_b,BB_above_upper,BB_below_lower,BB_touch_upper,BB_touch_lower,KDJ_K,KDJ_D,KDJ_J,KDJ_golden_cross,KDJ_death_cross,KDJ_overbought,KDJ_oversold,KDJ_extreme_overbought,KDJ_extreme_oversold
2024-11-01,sh.601127,114.38,118.6,112.6,113.93,116.7,72490792,8320661427.49,4.8014,-2.3736,110.352,102.799,97.43263157894737,97.43263157894737,3.978197595866064,1.3239948069867777,5.308405577758572,False,False,71.30205490519033,False,True,97.43263157894737,115.28203224377549,79.58323091411924,0.36639471551920827,0.9621266767113466,False,False,False,False,82.74615378888345,78.60194070252253,91.03457996160529,False,False,True,False,False,False
2024-11-04,sh.601127,120.0,125.32,120.0,125.32,113.93,51963686,6437597030.67,3.4418,9.9974,114.922,106.293,98.827,98.827,5.384316265294274,2.136059098648277,6.4965143332919935,False,False,78.67590831318668,False,True,98.827,120.21329674396789,77.44070325603211,0.4328027106755824,1.1193919479648218,True,False,False,False,88.49743585925563,81.90043908810023,101.69142940156644,False,False,True,False,True,False
2024-11-05,sh.601127,129.0,137.85,128.0,137.85,125.32,112500638,15034478742.1,7.4514,9.9984,120.652,110.936,100.8145,100.68523809523809,7.424160621509628,3.1936794032205476,8.46096243657816,False,False,83.65228096310413,False,True,100.8145,128.4046885497458,73.22431145025418,0.5473456407509993,1.1711715640004428,True,False,False,False,92.33162390617042,85.37750069412363,106.23987033026401,False,False,True,False,True,False
2024-11-06,sh.601127,142.0,145.0,132.6,134.2,137.85,138034567,19052815773.85,9.1427,-2.6478,125.6,114.3,103.07350000000001,102.20863636363637,8.646555366447458,4.28425459586593,8.724601541163057,False,False,77.94588354530839,False,True,103.07350000000001,133.8159193651224,72.33108063487764,0.596514513723166,1.0062467535543629,True,False,False,False,87.615021998053,86.12334112876675,90.59838373662546,False,False,True,False,False,False
2024-11-07,sh.601127,131.58,136.3,130.0,135.87,134.2,86479187,11483430527.2,5.7279,1.2444,129.43400000000003,118.13799999999999,105.42699999999999,103.67217391304348,9.638955176681392,5.355194712029022,8.56752092930474,False,False,78.6630578113351,False,True,105.42699999999999,138.67346722823183,72.18053277176816,0.6307011909327181,0.9578381184234335,False,False,False,False,85.55771114233343,85.93479779995565,84.80353782708897,False,True,True,False,False,False
2024-11-08,sh.601127,139.6,141.23,134.0,134.22,135.87,82946452,11358634832.99,5.4939,-1.2144,133.492,121.922,107.52799999999999,104.945,10.175006820862606,6.3191571337957395,7.711699374133733,False,False,76.0322739441956,False,True,107.52799999999999,142.52004517119792,72.53595482880206,0.650845271393459,0.8814009708407996,False,False,False,False,82.3741814915801,84.7479256971638,77.62669308041274,False,False,True,False,False,False
2024-11-11,sh.601127,131.51,140.95,131.5,140.3,134.22,83593657,11540306697.84,5.5368,4.5299,136.488,125.705,109.893,106.3592,10.964050054100184,7.248135717856629,7.431828672487111,False,False,78.84045433457732,False,True,109.893,147.07585405653353,72.71014594346647,0.6767101463520612,0.9088846966100104,False,False,False,False,84.21373390869208,84.56986176767322,83.50147819072981,False,False,True,False,False,False
2024-11-12,sh.601127,141.24,142.9,132.6,134.57,140.3,86246142,11853239287.89,5.7125,-4.0841,135.832,128.24200000000002,112.12700000000002,107.44423076923077,11.000205863000275,7.9985497468853595,6.003312232229831,False,False,70.46156971258458,False,True,112.12700000000002,149.61721267365377,74.63678732634628,0.6687098142936801,0.7993181206434152,False,False,False,False,80.25878478324258,83.13283610619634,74.51068213733507,False,False,True,False,False,False
2024-11-13,sh.601127,132.79,145.0,130.89,144.43,134.57,85251386,11740072180.8,5.6466,7.327,137.87800000000001,131.73899999999998,114.77850000000001,108.81407407407407,11.689727298884947,8.736785257285277,5.905884083199339,False,False,75.32180654745908,False,True,114.77850000000001,153.57477615065514,75.98222384934488,0.6760199192471609,0.8821436351888027,False,False,False,False,86.25277010240863,84.17281410493376,90.41268209735836,True,False,True,False,False,False
2024-11-14,sh.601127,143.98,149.48,139.01,140.31,144.43,78160706,11220793150.79,5.177,-2.8526,138.766,134.1,117.29400000000001,109.93892857142858,11.76807341191271,9.343042888210764,4.850061047403891,False,False,70.12932832429922,False,True,117.29400000000001,155.84893982958806,78.73906017041196,0.6574068550750771,0.7984831528946769,False,False,False,False,80.46656858025796,82.93739893004182,75.52490788069022,False,True,True,False,False,False
2024-11-15,sh.601127,138.6,140.65,130.71,131.5,140.31,79825756,10792552409.26,5.2872,-6.279,138.222,135.85700000000003,119.328,110.68241379310345,10.99255457269615,9.672945225107842,2.6392186951766163,False,False,60.52146600200031,False,False,119.328,156.26034417574635,82.39565582425364,0.6190055003980014,0.6647878068892444,False,False,False,False,59.075788116199284,74.98352865876097,27.26030703107591,False,False,False,False,False,False
2024-11-18,sh.601127,131.09,132.0,122.53,124.75,131.5,76766518,9741612461.88,5.0846,-5.1331,135.112,135.8,121.0465,111.15133333333333,9.721221526897466,9.682600485465768,0.07724208286339618,False,False,54.37482928372426,False,False,121.0465,155.4170420228917,86.67595797710828,0.567889893931534,0.5538760779148227,False,False,False,False,42.12968434710131,64.03224722154108,-1.6754414017782437,False,False,False,False,False,True
2024-11-19,sh.601127,124.99,129.55,122.68,129.39,124.75,62150650,7827075006.46,4.1165,3.7194,134.076,134.954,122.94499999999998,111.73967741935483,8.984522171620469,9.54298482269671,-1.116925302152481,False,True,57.56525470784712,False,False,122.94499999999998,154.5049202854039,91.38507971459607,0.5133990041954356,0.6021073554957732,False,False,False,False,36.571304716249344,54.878599719777164,-0.04328529080629551,False,False,False,False,False,True
2024-11-20,sh.601127,127.1,131.33,127.01,129.72,129.39,42888455,5538804783.29,2.8407,0.255,131.134,134.506,124.40299999999999,112.3015625,8.331273136327994,9.300642485422966,-1.938738698189944,False,False,57.79131617799589,False,False,124.40299999999999,154.25679397558773,94.54920602441226,0.47995295894130746,0.5890506580896864,False,False,False,False,33.273881560987505,47.67702700018061,4.467590682601298,False,False,False,False,False,False
2024-11-21,sh.601127,128.79,131.58,127.62,129.15,129.72,34704568,4492914131.01,2.2986,-0.4394,128.902,133.834,125.98600000000002,112.81212121212121,7.679054967522461,8.976324981842865,-2.5945400286408073,False,False,57.22425399330056,False,False,125.98600000000002,153.05915423071343,98.9128457692866,0.4297803602100775,0.5584342698496978,False,False,False,False,30.37059018104177,41.90821472713433,7.295341088856659,False,False,False,False,False,False
2024-11-22,sh.601127,130.35,130.35,123.68,123.99,129.15,37225328,4712419970.74,2.4656,-3.9954,127.4,132.811,127.3665,113.14088235294118,6.6689232971759935,8.514844644909491,-3.6918426954669954,False,False,52.228141561130265,False,False,127.3665,150.6310773429771,104.10192265702288,0.3653170550023297,0.42743259526657024,False,False,False,False,22.052873355079168,35.28976760311594,-4.420915140994381,False,False,False,False,False,True
2024-11-25,sh.601127,122.55,123.79,118.43,121.35,123.99,42595775,5149743926.19,2.8213,-2.1292,126.72,130.916,128.3105,113.37542857142857,5.5909121788455565,7.930058151696705,-4.678291945702297,False,False,49.831016362270574,False,False,128.3105,148.6726552731634,107.94834472683657,0.3173887604391444,0.329082434874326,False,False,False,False,17.836644501883146,29.472059902705006,-5.434186299760569,False,False,False,True,False,True
2024-11-26,sh.601127,121.0,123.95,120.0,120.61,121.35,26921500,3273401047.02,1.7831,-0.6098,124.96400000000001,129.51999999999998,128.881,113.57638888888889,4.6235711353804305,7.268760748433451,-5.29037922610604,False,False,49.15005475511059,False,False,128.881,147.55836925011815,110.20363074988185,0.28983898712949385,0.27858230757129565,False,False,False,False,14.231407660407328,24.39184248860578,-6.0894619959895735,False,False,False,True,False,True
2024-11-27,sh.601127,122.0,124.48,119.34,123.89,120.61,45481198,5570912675.33,3.0124,2.7195,123.798,127.46600000000001,129.6025,113.85513513513514,4.074645005766683,6.629937599900098,-5.110585188266828,False,False,52.263897300587324,False,False,129.6025,146.10980731333362,113.09519268666637,0.25473748289321,0.32697056850132755,False,False,False,False,17.6784241888464,22.154036388685984,8.72719978916723,False,False,False,True,False,False
2024-11-28,sh.601127,124.2,124.39,118.76,119.21,123.89,38694554,4714620294.74,2.5629,-3.7775,121.80999999999999,125.356,129.728,113.99605263157896,3.2248066420434753,5.948911408328773,-5.448209532570596,False,False,47.769101901485456,False,False,129.728,145.8560906952336,113.59990930476641,0.24864471348103098,0.1739229646349755,False,False,False,False,13.70160728286146,19.33656002007781,2.4317018084287625,False,False,False,True,False,False
2024-11-29,sh.601127,119.21,123.9,116.75,121.59,119.21,51426507,6170530615.71,3.4062,1.9965,121.33,124.36499999999998,130.11100000000002,114.19076923076922,2.712086480812559,5.30154642282553,-5.178919884025943,False,False,50.118535209386984,False,False,130.11100000000002,144.97362837136353,115.24837162863652,0.22846075076455494,0.21334141623234637,False,False,False,False,20.01325403483189,19.5621246916625,20.915512721170664,True,False,False,False,False,False
2024-12-02,sh.601127,126.0,133.75,125.74,133.75,121.59,46246878,6011340374.09,3.0631,10.0008,123.80999999999999,125.26499999999999,130.5325,114.67974999999998,3.2495041723745146,4.8911379727353275,-3.2832676007216257,False,False,60.01488940965182,False,False,130.5325,145.3008842611237,115.76411573887628,0.22627903795796012,0.6089320247601407,False,False,False,False,46.67550268988792,28.599917357737638,82.82667335418847,False,False,False,False,False,False
2024-12-03,sh.601127,140.0,140.0,135.28,135.7,133.75,74534393,10235979678.88,4.9368,1.4579,126.828,125.896,130.425,115.19243902439025,3.789082088300546,4.670726795848371,-1.7632894150956506,False,False,61.339502936754066,False,False,130.425,144.99913498380994,115.8508650161901,0.22348683126409688,0.6809712894061929,False,False,False,False,58.2854605746206,38.49509843003196,97.86618486379788,False,False,False,False,False,False
2024-12-04,sh.601127,134.16,139.91,133.68,136.8,135.7,49203619,6722188259.37,3.259,0.8106,129.41,126.604,130.555,115.70690476190475,4.256397183817512,4.5878608734421995,-0.6629273792493748,False,False,62.10219236820041,False,False,130.555,145.31609894639487,115.79390105360515,0.22612843547002962,0.7115357407561186,False,False,False,False,67.6024934296754,48.1975634299131,106.41235342920001,False,False,False,False,True,False
2024-12-05,sh.601127,137.0,141.5,136.01,139.98,136.8,43143624,6007184082.46,2.8576,2.3246,133.564,127.68699999999998,130.7605,116.27139534883722,4.82769650727019,4.635828000207798,0.3837370141247831,True,False,64.29513280188827,False,False,130.7605,145.94161357818263,115.5793864218174,0.23219723965849948,0.8036503202653621,False,False,False,False,76.35452423931221,57.58321703304614,113.89713865184436,False,False,False,False,True,False
2024-12-06,sh.601127,139.88,140.86,137.6,138.39,139.98,35654628,4957665608.29,2.3616,-1.1359,136.924,129.127,130.969,116.7740909090909,5.093441601060533,4.727350720378345,0.7321817613643766,False,False,62.352367301411476,False,False,130.969,146.46151894166636,115.47648105833363,0.2365829920311885,0.7395026924911992,False,False,False,False,80.0477973043226,65.07141045680495,110.00057099935788,False,False,True,False,True,False
2024-12-09,sh.601127,139.31,145.0,139.1,144.75,138.39,53509836,7642835422.63,3.5442,4.5957,139.124,131.467,131.1915,117.39577777777777,5.750951955442588,4.932070967391193,1.637761976102789,False,False,66.68831081105026,False,False,131.1915,147.36128634757773,115.02171365242224,0.24650661586425568,0.9192541480930295,False,False,False,False,86.4035462854776,72.18212239969583,114.84639405704115,False,False,True,False,True,False
2024-12-10,sh.601127,149.0,149.89,133.0,134.5,144.75,101431573,14309938455.83,6.7183,-7.0812,138.884,132.856,131.188,117.76760869565216,5.382893663799564,5.0222355066728674,0.7213163142533929,False,False,55.578552577020396,False,False,131.188,147.35473726155672,115.02126273844326,0.24646670825924222,0.60243254239913,False,False,False,False,75.45591478376036,73.27338652771734,79.82097129584642,False,False,False,False,False,False
2024-12-11,sh.601127,131.5,134.48,129.28,133.72,134.5,56923910,7515804013.74,3.7703,-0.5799,138.268,133.839,130.65249999999997,118.10702127659575,4.970963165631389,5.0119810384645715,-0.0820357456663654,False,True,54.829989376253096,False,False,130.65249999999997,145.63881919978652,115.66618080021343,0.22940730869729326,0.6023433425882092,False,False,False,False,67.37294339034034,71.30657214859167,59.50568587383768,False,True,False,False,False,False
2024-12-12,sh.601127,132.86,137.42,132.5,136.91,133.72,45097420,6128000261.71,2.987,2.3856,137.654,135.60899999999998,130.48250000000002,118.49874999999999,4.84604937742975,4.978794706257608,-0.26549065765571456,False,False,57.35943284349012,False,False,130.48250000000002,145.07963291964148,115.88536708035856,0.22374085290581433,0.7201630976227984,False,False,False,False,60.332824924133035,67.64865640710545,45.70116195818821,False,False,False,False,False,False
2024-12-13,sh.601127,136.0,137.2,130.0,130.16,136.58,83028564,11043792381.2,5.4994,-4.7005,136.00799999999998,136.466,130.4155,118.73673469387757,4.154495276959153,4.813934820397916,-1.3188790868775264,False,False,50.86830948324901,False,False,130.4155,145.00526782759596,115.82573217240406,0.22374285000779737,0.4912438634041611,False,False,False,False,41.64514060120918,58.98081780514002,6.973786193347493,False,False,False,False,False,False
2024-12-16,sh.601127,128.1,131.8,126.28,130.7,130.16,39221003,5080628409.65,2.5978,0.4149,133.198,136.161,130.713,118.976,3.6084116338331285,4.5728301830849585,-1.92883709850366,False,False,51.34270183047696,False,False,130.713,145.05692752498774,116.36907247501223,0.21947208808592497,0.49954684656704545,False,False,False,False,34.00372072835093,50.65511877954365,0.7009246259654844,False,False,False,False,False,False
2024-12-17,sh.601127,131.0,131.89,128.71,130.21,130.7,23490185,3059538721.17,1.5559,-0.3749,132.34,135.612,130.754,119.19627450980393,3.100358504502651,4.278335847368497,-2.3559546857316924,False,False,50.862788146038746,False,False,130.754,145.08668829229904,116.42131170770092,0.21923135494591464,0.4810224017677038,False,False,False,False,28.217643552064544,43.17596037038395,-1.6989900845742625,False,False,False,False,False,True
2024-12-18,sh.601127,131.0,131.5,128.88,129.76,130.21,21320798,2772989601.32,1.4122,-0.3456,131.548,134.908,130.756,119.39942307692307,2.631082024206677,3.9488850827361333,-2.635606117058913,False,False,50.396891821362615,False,False,130.756,145.0880919250249,116.42390807497507,0.21921887982233962,0.46525280450298706,False,False,False,False,23.72493475262582,36.69228516446457,-2.209766071051675,False,False,False,False,False,True
2024-12-19,sh.601127,128.0,131.5,127.51,130.8,129.76,21653163,2823510215.38,1.4342,0.8015,130.326,133.99,130.83849999999998,119.61452830188679,2.3163943883712648,3.6223869438631597,-2.61198511098379,False,False,51.50253170831649,False,False,130.83849999999998,145.15064909015913,116.52635090984083,0.21877580513624284,0.49865498885745807,False,False,False,False,22.198099943794894,31.860890090908008,2.872519649568673,False,False,False,False,False,False
2024-12-20,sh.601127,129.7,131.8,128.68,131.1,130.8,23547122,3072337436.23,1.5596,0.2294,130.514,133.26100000000002,131.19400000000002,119.82722222222222,2.06737821341909,3.3113851977743463,-2.4880139687105123,False,False,51.836034628880356,False,False,131.19400000000002,145.13838185303152,117.24961814696852,0.21257651802721922,0.4966294669426459,False,False,False,False,21.603759414739436,28.44184653218515,7.927585179848002,False,False,False,False,False,False
2024-12-23,sh.601127,131.23,134.8,130.0,130.68,131.1,23742326,3134151342.72,1.5726,-0.3204,130.51,131.854,131.6605,120.02454545454546,1.815215931466014,3.01215134451268,-2.393870826093332,False,False,51.30411563492,False,False,131.6605,144.82044636847164,118.50055363152839,0.19990728226721943,0.4627468086667484,False,False,False,False,27.568275277091434,28.150656113820574,26.403513603633158,False,False,False,False,False,False
2024-12-24,sh.601127,130.9,131.52,128.1,131.34,130.68,22467418,2924366414.0,1.4881,0.5051,130.736,131.53799999999998,132.197,120.22660714285713,1.649616241258144,2.739644323861773,-2.180056165207258,False,False,52.13532075298561,False,False,132.197,144.29186554830503,120.10213445169497,0.18298245116462597,0.46457174341553176,False,False,False,False,33.519484535415856,29.940265587685666,40.67792243087624,True,False,False,False,False,False
2024-12-25,sh.601127,131.34,131.93,129.0,129.28,131.34,18191452,2367993825.15,1.2049,-1.5684,130.64000000000001,131.094,132.4665,120.38543859649123,1.336743364414275,2.4590641319722737,-2.2446415351159974,False,False,49.306360373820844,False,False,132.4665,144.00962239980325,120.92337760019676,0.1742798730215299,0.36197408770202777,False,False,False,False,31.503832181119737,30.461454452163686,33.58858763903184,False,False,False,False,False,False
2024-12-26,sh.601127,130.0,136.4,129.36,136.0,129.28,47757458,6413181621.28,3.1632,5.198,131.68,131.003,133.30599999999998,120.6546551724138,1.612449875554688,2.289741280688757,-1.3545828102681376,False,False,57.42269147963363,False,False,133.30599999999998,143.09926385032603,123.51273614967394,0.1469290782159249,0.6375435218111849,False,False,False,False,53.018365064092976,37.980424656140116,83.09424587999871,False,False,False,False,False,False
2024-12-27,sh.601127,134.88,136.0,133.4,135.08,136.0,28771020,3873235834.61,1.9056,-0.6765,132.476,131.49499999999998,133.98049999999998,120.89915254237289,1.7366934398321803,2.179131712517442,-0.8848765453705232,False,False,56.09847027150153,False,False,133.98049999999998,142.08957866789459,125.87142133210537,0.12104864018113992,0.567794384851214,False,False,False,False,63.72952871539459,46.563459342558275,98.06166746106723,False,False,False,False,False,False
2024-12-30,sh.601127,136.6,137.78,134.33,134.8,135.08,20005890,2709847078.52,1.3251,-0.2073,133.3,131.90500000000003,134.033,121.13083333333334,1.7919077031284303,2.1016869106396396,-0.6195584150224187,False,False,55.67763449103895,False,False,134.033,142.1493878405942,125.91661215940577,0.12111029135502761,0.547250083107406,False,False,False,False,66.14750145453442,53.09147337988365,92.25955760383596,False,False,False,False,False,False
2024-12-31,sh.601127,135.32,136.39,131.4,133.39,134.8,26468600,3544296643.0,1.7531,-1.046,133.70999999999998,132.223,133.9175,121.719,1.7022675082393732,2.021803030159586,-0.6390710438404259,False,False,53.50107803535162,False,False,133.9175,141.99967759869455,125.83532240130543,0.12070383032381216,0.467366468160437,False,False,False,False,63.183047058621725,56.45533127279634,76.63847863027249,False,False,False,False,False,False
2025-01-02,sh.601127,131.66,131.95,127.77,128.54,133.39,31193907,4042933702.82,2.0661,-3.636,133.562,132.101,133.50449999999998,122.37766666666667,1.2257429395002362,1.8625910120277163,-1.2736961450549602,False,False,46.73361562294942,False,False,133.50449999999998,141.80763694683475,125.20136305316521,0.12438737191382718,0.20104672295616544,False,False,False,False,44.68613393651703,52.532265494036565,28.99387082147797,False,True,False,False,False,False
2025-01-03,sh.601127,128.88,129.16,124.85,124.98,128.54,27243214,3448949907.45,1.8044,-2.7696,131.358,131.519,132.75449999999998,122.98066666666666,0.5544402951661311,1.6009608686553993,-2.0930411469785364,False,False,42.48549406802114,False,False,132.75449999999998,141.30108928585258,124.20791071414739,0.1287578091266601,0.045169438943946684,False,False,False,False,30.125893879822925,45.06347495596535,0.2507317275380814,False,False,False,False,False,False
2025-01-06,sh.601127,125.13,126.95,121.26,124.0,124.98,25916247,3222245715.36,1.7166,-0.7841,129.142,130.809,132.035,123.51066666666667,-0.056004116151655126,1.2695678716939884,-2.651143975691287,False,False,41.370633674593485,False,False,132.035,140.99677496516807,123.07322503483192,0.1357484752553198,0.051707109851016966,False,False,False,False,25.6125813920369,38.579843767989196,-0.3219433598676886,False,False,False,False,False,True
2025-01-07,sh.601127,124.28,129.48,123.21,129.26,124.0,30187287,3821949644.46,1.9994,4.2419,128.034,130.66699999999997,131.2605,124.115,-0.11403316643023231,0.9928476640691443,-2.2137616609987534,False,False,49.09224768409907,False,False,131.2605,137.9964381013531,124.52456189864691,0.10263465553389023,0.3515054644283206,False,False,False,False,33.217104301713036,36.79226394589714,26.066785013344827,False,False,False,False,False,False
2025-01-08,sh.601127,128.44,128.8,124.28,127.78,129.26,25442744,3224048216.82,1.6852,-1.145,126.91199999999999,130.31099999999998,130.9245,124.7465,-0.2762606768601188,0.7390259958832917,-2.030573345486821,False,False,47.2082872125927,False,False,130.9245,137.65045436389963,124.19854563610038,0.10274554210861413,0.26624135179406283,False,False,False,False,35.30050698403144,36.29501162527524,33.31149770154386,False,False,False,False,False,False
