restart,step,smiles,pIC50,QED,SA,MW,LogP,LogP_Penalty,Reward
6,27,NC(=O)Cc1ccc(-c2ccc(-c3ccc(CC(N)=O)cc3)cc2)cc1,7.592200000000003,0.7198180512365173,1.6156016992376117,344.414,3.076200000000001,0.0,8.7905488556945
6,29,NC(=O)Cc1ccc(-c2ccnc(CC(N)=O)c2CC(N)=O)cc1,7.544900000000002,0.6489342282005639,2.5010006361578494,326.35600000000005,-0.1680000000000001,0.0,8.619267050484499
6,30,NC(=O)Cc1ccc(-c2ccc(-c3ccc(CC(N)=O)cc3)cc2)cc1,7.592200000000004,0.7198180512365173,1.6156016992376117,344.414,3.076200000000001,0.0,8.790548855694501
6,32,NC(=O)Cc1ccc(-c2ccc(-c3ccc(-c4ccc(CC(N)=O)cc4)cc3)cc2)cc1,7.610500000000001,0.4522700470151104,1.6004504942618567,420.51200000000017,4.743200000000003,0.2432000000000034,8.433389974081367
6,34,NC(=O)Cc1ccc(-c2ccc(CC(N)=O)cc2)cc1,7.5458000000000025,0.8585781933572817,1.7136358223539006,268.316,1.4091999999999998,0.0,8.389835879302986
6,35,NC(=O)Cc1ccc(-c2ccc(CC(N)=O)cc2)cc1,7.545800000000005,0.8585781933572817,1.7136358223539006,268.316,1.4091999999999998,0.0,8.38983587930299
6,36,NC(=O)Cc1ccc(-c2ccc(-c3ccc(CC(N)=O)cc3)cc2)cc1,7.592200000000003,0.7198180512365173,1.6156016992376117,344.414,3.076200000000001,0.0,8.7905488556945
6,37,NC(=O)Cc1ccc(-c2ccc(-c3ccc(CC(N)=O)cc3)cc2)cc1,7.5922000000000045,0.7198180512365173,1.6156016992376117,344.414,3.076200000000001,0.0,8.790548855694503
6,38,NC(=O)Cc1ccc(-c2ccc(N3C(=O)CC4(CCCCC4)C3=O)cc2)cc1,7.5952000000000055,0.8281474529054537,2.7398056155820214,376.45600000000013,3.595200000000002,0.0,8.73529316489453
6,51,NC(=O)Cc1ccc(-c2ccc(CC(N)=O)c(CC(N)=O)c2)c(CC(N)=O)c1,7.572500000000002,0.456357361482216,2.5721095689541613,382.42000000000013,-0.5351999999999981,0.0,8.543467723845694
6,62,NC(=O)Cc1cc(N2C(=O)CC3(CCCCC3)C2=O)ccc1N1C(=O)CC2(CCCCC2)C1=O,7.597400000000008,0.6856098917817706,3.71388119511178,465.55000000000035,3.1420000000000012,0.0,8.568816826379717
6,65,O=C1CC2(CCCCC2)C(=O)N1N1C(=O)CC2(CCCCC2)C1=O,7.523100000000011,0.6907184368911364,3.6744323554500395,332.4000000000002,2.3202000000000007,0.0,8.501015982900576
6,66,O=C1CC2(CCCCC2)C(=O)N1N1C(=O)CC2(CCCCC2)C1=O,7.523100000000012,0.6907184368911364,3.6744323554500395,332.4000000000002,2.3202000000000007,0.0,8.501015982900576
6,67,O=C1CC2(CCCCC2)C(=O)N1N1C(=O)CC2(CCCCC2)C1=O,7.523100000000011,0.6907184368911364,3.6744323554500395,332.4000000000002,2.3202000000000007,0.0,8.501015982900576
6,68,O=C1CC2(CCCCC2)C(=O)N1N1C(=O)CC2(CCCCC2)C1=O,7.523100000000011,0.6907184368911364,3.6744323554500395,332.4000000000002,2.3202000000000007,0.0,8.501015982900576
6,69,O=C1CC2(CCCCC2)C(=O)N1N1C(=O)CC2(CCCCC2)C1=O,7.523100000000012,0.6907184368911364,3.6744323554500395,332.4000000000002,2.3202000000000007,0.0,8.501015982900576
6,70,O=C1CC2(CCCCC2)C(=O)N1N1C(=O)CC2(CCCCC2)C1=O,7.523100000000013,0.6907184368911364,3.6744323554500395,332.4000000000002,2.3202000000000007,0.0,8.501015982900578
6,71,O=C1CC2(CCCCC2)C(=O)N1N1C(=O)CC2(CCCCC2)C1=O,7.523100000000011,0.6907184368911364,3.6744323554500395,332.4000000000002,2.3202000000000007,0.0,8.501015982900576
6,72,O=C1CC2(CCCCC2)C(=O)N1N1C(=O)CC2(CCCCC2)C1=O,7.523100000000013,0.6907184368911364,3.6744323554500395,332.4000000000002,2.3202000000000007,0.0,8.501015982900578
6,73,O=C1CC2(CCCCC2)C(=O)N1N1C(=O)CC2(CCCCC2)C1=O,7.523100000000011,0.6907184368911364,3.6744323554500395,332.4000000000002,2.3202000000000007,0.0,8.501015982900576
6,74,O=C1CC2(CCCCC2)C(=O)N1N1C(=O)CC2(CCCCC2)C1=O,7.523100000000012,0.6907184368911364,3.6744323554500395,332.4000000000002,2.3202000000000007,0.0,8.501015982900576
6,75,O=C1CC2(CCCCC2)C(=O)N1N1C(=O)CC2(CCCCC2)C1=O,7.523100000000011,0.6907184368911364,3.6744323554500395,332.4000000000002,2.3202000000000007,0.0,8.501015982900576
6,76,O=C1CC2(CCCCC2)C(=O)N1N1C(=O)CC2(CCCCC2)C1=O,7.523100000000011,0.6907184368911364,3.6744323554500395,332.4000000000002,2.3202000000000007,0.0,8.501015982900576
6,77,O=C1CC2(CCCCC2)C(=O)N1N1C(=O)CC2(CCCCC2)C1=O,7.523100000000011,0.6907184368911364,3.6744323554500395,332.4000000000002,2.3202000000000007,0.0,8.501015982900576
6,78,O=C1CC2(CCCCC2)C(=O)N1N1C(=O)CC2(CCCCC2)C1=O,7.523100000000011,0.6907184368911364,3.6744323554500395,332.4000000000002,2.3202000000000007,0.0,8.501015982900576
6,79,O=C1CC2(CCCCC2)C(=O)N1N1C(=O)CC2(CCCCC2)C1=O,7.52310000000001,0.6907184368911364,3.6744323554500395,332.4000000000002,2.3202000000000007,0.0,8.501015982900576
6,80,O=C1CC2(CCCCC2)C(=O)N1N1C(=O)CC2(CCCCC2)C1=O,7.523100000000011,0.6907184368911364,3.6744323554500395,332.4000000000002,2.3202000000000007,0.0,8.501015982900576
6,81,O=C1CC2(CCCCC2)C(=O)N1N1C(=O)CC2(CCCCC2)C1=O,7.523100000000011,0.6907184368911364,3.6744323554500395,332.4000000000002,2.3202000000000007,0.0,8.501015982900576
6,82,O=C1CC2(CCCCC2)C(=O)N1N1C(=O)CC2(CCCCC2)C1=O,7.523100000000011,0.6907184368911364,3.6744323554500395,332.4000000000002,2.3202000000000007,0.0,8.501015982900576
6,83,O=C1CC2(CCCCC2)C(=O)N1N1C(=O)CC2(CCCCC2)C1=O,7.523100000000011,0.6907184368911364,3.6744323554500395,332.4000000000002,2.3202000000000007,0.0,8.501015982900576
6,84,O=C1CC2(CCCCC2)C(=O)N1N1C(=O)CC2(CCCCC2)C1=O,7.523100000000011,0.6907184368911364,3.6744323554500395,332.4000000000002,2.3202000000000007,0.0,8.501015982900576
6,85,O=C1CC2(CCCCC2)C(=O)N1N1C(=O)CC2(CCCCC2)C1=O,7.523100000000011,0.6907184368911364,3.6744323554500395,332.4000000000002,2.3202000000000007,0.0,8.501015982900576
6,86,O=C1CC2(CCCCC2)C(=O)N1N1C(=O)CC2(CCCCC2)C1=O,7.523100000000011,0.6907184368911364,3.6744323554500395,332.4000000000002,2.3202000000000007,0.0,8.501015982900576
6,87,O=C1CC2(CCCCC2)C(=O)N1N1C(=O)CC2(CCCCC2)C1=O,7.523100000000011,0.6907184368911364,3.6744323554500395,332.4000000000002,2.3202000000000007,0.0,8.501015982900576
6,88,O=C1CC2(CCCCC2)C(=O)N1N1C(=O)CC2(CCCCC2)C1=O,7.523100000000012,0.6907184368911364,3.6744323554500395,332.4000000000002,2.3202000000000007,0.0,8.501015982900576
6,89,O=C1CC2(CCCCC2)C(=O)N1N1C(=O)CC2(CCCCC2)C1=O,7.523100000000012,0.6907184368911364,3.6744323554500395,332.4000000000002,2.3202000000000007,0.0,8.501015982900576
6,90,O=C1CC2(CCCCC2)C(=O)N1N1C(=O)CC2(CCCCC2)C1=O,7.523100000000011,0.6907184368911364,3.6744323554500395,332.4000000000002,2.3202000000000007,0.0,8.501015982900576
6,91,O=C1CC2(CCCCC2)C(=O)N1N1C(=O)CC2(CCCCC2)C1=O,7.523100000000012,0.6907184368911364,3.6744323554500395,332.4000000000002,2.3202000000000007,0.0,8.501015982900576
6,92,O=C1CC2(CCCCC2)C(=O)N1N1C(=O)CC2(CCCCC2)C1=O,7.523100000000012,0.6907184368911364,3.6744323554500395,332.4000000000002,2.3202000000000007,0.0,8.501015982900576
6,93,O=C1CC2(CCCCC2)C(=O)N1N1C(=O)CC2(CCCCC2)C1=O,7.523100000000012,0.6907184368911364,3.6744323554500395,332.4000000000002,2.3202000000000007,0.0,8.501015982900576
