ts_code,symbol,name,trade_date,close,pct_chg,amount,amount_yuan,amount_yi,total_mv,total_mv_yuan,total_mv_yi,circ_mv,turnover_rate,turnover_rate_f,volume_ratio,pe,pb,ps,dv_ratio,market,industry,list_date
688807.SH,688807,优迅股份,20260224,225.0,12.7537,1035342.566,1035342566.0,10.35342566,1800000.0,18000000000.0,180.0,338302.26,31.773,31.773,2.38,231.1653,10.3452,43.8427,,科创板,半导体,2025-12-19
300394.SZ,300394,天孚通信,20260224,351.01,12.6549,12633094.249,12633094249.0,126.33094249,27288075.19,272880751900.0,2728.807519,27233194.601,4.6705,8.436,0.89,203.1085,55.9406,83.9192,0.2442,创业板,通信设备,2015-02-17
300223.SZ,300223,北京君正,20260224,136.68,12.1891,5786518.947,5786518947.0,57.86518947,6595366.602,65953666020.0,659.5366602,5748356.3639,10.364,12.8572,2.4,180.1018,5.319,15.6562,0.073,创业板,半导体,2011-05-31
300264.SZ,300264,佳创视讯,20260224,10.42,12.043,734449.929,734449929.0,7.34449929,448953.5338,4489535338.0,44.89535338,385986.969,19.4553,20.5693,1.11,,461.3813,30.0999,,创业板,软件服务,2011-09-16
300557.SZ,300557,理工光科,20260224,39.61,11.8295,541529.695,541529695.0,5.41529695,478757.6648,4787576648.0,47.87576648,472494.484,11.6635,22.4349,5.74,139.425,4.8018,7.4061,0.3887,创业板,电器仪表,2016-11-01
300617.SZ,300617,安靠智电,20260224,50.76,11.7569,859856.019,859856019.0,8.59856019,841132.1025,8411321025.0,84.11321025,705176.823,12.1959,19.0858,1.46,45.8731,2.916,7.7521,0.468,创业板,电气设备,2017-02-28
688170.SH,688170,德龙激光,20260224,46.36,11.6839,655541.467,655541467.0,6.55541467,479176.96,4791769600.0,47.917696,479176.96,13.644,19.2657,3.0,,3.9447,6.7,,科创板,专用机械,2022-04-29
301566.SZ,301566,达利凯普,20260224,24.9,11.2601,1685222.35,1685222350.0,16.8522235,996024.9,9960249000.0,99.60249,516677.0119,30.9895,30.9895,4.97,87.5465,6.9225,30.8041,0.3614,创业板,元器件,2023-12-29
300739.SZ,300739,明阳电路,20260224,25.03,11.195,1209268.316,1209268316.0,12.09268316,934758.258,9347582580.0,93.4758258,858924.867,14.3515,25.1716,1.7,821.1357,3.4632,5.9971,0.4784,创业板,元器件,2018-02-01
301560.SZ,301560,众捷汽车,20260224,40.74,11.0687,322738.569,322738569.0,3.22738569,495398.4,4953984000.0,49.53984,99079.68,33.1741,33.1741,5.76,51.9358,5.1018,5.0639,0.1964,创业板,汽车配件,2025-04-25
688167.SH,688167,炬光科技,20260224,392.0,11.0324,2289144.452,2289144452.0,22.89144452,3522493.3408,35224933408.0,352.24933408,3522493.3408,6.55,7.5978,0.85,,16.0279,56.8126,,科创板,元器件,2021-12-24
688196.SH,688196,卓越新能,20260224,81.56,10.6048,220922.07,220922070.0,2.2092207,1037368.124,10373681240.0,103.7368124,978720.0,2.3174,9.2698,2.83,69.6132,3.2469,2.9112,0.5784,科创板,环境保护,2019-11-21
600339.SH,600339,中油工程,20260224,4.24,10.1299,420363.506,420363506.0,4.20363506,2367254.5277,23672545277.0,236.72545277,2367254.5277,1.7972,6.4644,1.18,37.2529,0.8836,0.2755,1.1321,主板,石油开采,2000-12-25
002652.SZ,002652,扬子新材,20260224,4.57,10.1205,215474.464,215474464.0,2.15474464,234013.248,2340132480.0,23.4013248,234013.248,9.5044,13.577,2.28,333.874,9.3322,6.8756,,主板,其他建材,2012-01-19
600792.SH,600792,云煤能源,20260224,4.79,10.1149,254184.818,254184818.0,2.54184818,531653.4044,5316534044.0,53.16534044,531653.4044,4.9446,15.1628,1.15,,1.8698,0.7965,,主板,焦炭加工,1997-01-23
601015.SH,601015,陕西黑猫,20260224,4.9,10.1124,531869.289,531869289.0,5.31869289,1000823.8431,10008238431.0,100.08238431,1000823.8431,5.4573,14.6545,0.66,,1.775,0.6864,,主板,焦炭加工,2014-11-05
603077.SH,603077,和邦生物,20260224,2.62,10.084,1022563.76,1022563760.0,10.2256376,2313862.7537,23138627536.999996,231.38627536999996,2313862.7537,4.4651,6.649,2.32,735.384,1.2742,2.7071,,主板,化工原料,2012-07-31
688205.SH,688205,德科立,20260224,176.0,10.0688,1964016.358,1964016358.0,19.64016358,2785821.7904,27858217904.0,278.58217904,2785821.7904,7.1276,10.8264,1.21,277.3201,12.3039,33.1131,0.187,科创板,通信设备,2022-08-09
600409.SH,600409,三友化工,20260224,8.31,10.0662,673889.937,673889937.0,6.73889937,1715474.3913,17154743913.0,171.54743913,1715474.3913,4.0311,7.3987,1.84,34.3765,1.2339,0.8031,0.8785,主板,化纤,2003-06-18
000803.SZ,000803,山高环能,20260224,9.19,10.0599,120298.442,120298442.0,1.20298442,428526.1646,4285261646.0,42.85261646,422544.9698,2.9621,4.3011,1.44,328.6837,2.9189,2.9572,,主板,环境保护,1998-03-03
603616.SH,603616,韩建河山,20260224,7.44,10.0592,434481.891,434481891.0,4.34481891,291140.592,2911405920.0,29.1140592,285913.992,15.4786,24.0388,0.62,,11.5985,3.7008,,主板,水泥,2015-06-11
002795.SZ,002795,永和智控,20260224,7.77,10.0567,299263.776,299263776.0,2.99263776,343191.1308,3431911308.0,34.31911308,337551.2918,9.0193,12.6202,0.98,,7.681,4.1692,,主板,机械基件,2016-04-28
301176.SZ,301176,逸豪新材,20260224,29.11,10.0567,417256.8,417256800.0,4.172568,492153.0676,4921530676.0,49.21530676,164051.0235,25.724,25.724,2.39,,3.244,3.4248,,创业板,元器件,2022-09-28
600722.SH,600722,金牛化工,20260224,9.74,10.0565,553090.716,553090716.0,5.53090716,662631.3644,6626313644.0,66.26313644,662631.3644,8.4677,19.263,0.5,125.921,5.3663,13.2699,,主板,化工原料,1996-06-26
002283.SZ,002283,天润工业,20260224,10.07,10.0546,1216661.366,1216661366.0,12.16661366,1147433.3782,11474333782.0,114.74333782,1010551.114,12.45,15.8979,1.72,34.5091,1.9058,3.1727,2.4448,主板,汽车配件,2009-08-21
002498.SZ,002498,汉缆股份,20260224,7.45,10.0443,1768830.554,1768830554.0,17.68830554,2478463.02,24784630200.0,247.846302,2478463.02,7.2299,21.6223,1.32,37.8316,2.8824,2.6766,0.5369,主板,电气设备,2010-11-09
002491.SZ,002491,通鼎互联,20260224,10.19,10.0432,1776176.239,1776176239.0,17.76176239,1253364.3955,12533643955.000002,125.33643955000002,1198821.7795,15.2057,23.0841,0.83,162.0867,5.0523,4.2996,,主板,通信设备,2010-10-21
002457.SZ,002457,青龙管业,20260224,13.7,10.0402,478619.997,478619997.0,4.78619997,456876.916,4568769160.0,45.6876916,456650.6591,10.8521,14.773,2.16,17.0652,1.8525,1.6217,1.1568,主板,塑料,2010-08-03
000968.SZ,000968,蓝焰控股,20260224,8.66,10.0381,302746.785,302746785.0,3.02746785,837857.3036,8378573036.0,83.78573036,837857.3036,3.6934,8.5484,1.44,19.2864,1.3559,3.6977,0.3464,主板,石油开采,2000-06-22
603601.SH,603601,再升科技,20260224,11.84,10.0372,2773183.381,2773183381.0,27.73183381,1352531.7097,13525317097.0,135.25317097,1352531.7097,20.7644,32.1348,1.58,149.0347,5.104,9.1653,0.2279,主板,玻璃,2015-01-22
002694.SZ,002694,顾地科技,20260224,3.4,10.0324,96304.95,96304950.0,0.9630495,259448.832,2594488320.0,25.9448832,244385.438,4.0448,6.7432,1.93,,24.6687,3.0812,,主板,塑料,2012-08-16
601212.SH,601212,白银有色,20260224,10.42,10.0317,2890912.629,2890912629.0,28.90912629,7715775.0405,77157750405.0,771.57750405,7715775.0405,3.7775,10.3969,0.99,955.0203,5.0011,0.889,0.0384,主板,铜,2017-02-15
002136.SZ,002136,安纳达,20260224,14.04,10.0313,303643.1,303643100.0,3.036431,301888.08,3018880800.0,30.188808,301095.887,10.3432,15.2512,3.47,268.1968,2.6748,1.6001,,主板,化工原料,2007-05-30
600470.SH,600470,六国化工,20260224,7.13,10.0309,250147.553,250147553.0,2.50147553,371900.8,3719008000.0,37.19008,371900.8,6.9318,9.3035,2.28,147.7236,2.2859,0.5949,,主板,农药化肥,2004-03-05
603861.SH,603861,白云电器,20260224,18.21,10.0302,587379.323,587379323.0,5.87379323,984301.4061,9843014061.0,98.43014061,962555.9764,6.2874,13.8147,1.23,50.1415,2.4707,1.9744,0.7468,主板,电气设备,2016-03-22
600026.SH,600026,中远海能,20260224,18.65,10.0295,1607830.303,1607830303.0,16.07830303,10192636.8647,101926368647.0,1019.26368647,6480457.9767,2.4903,6.8747,1.28,25.251,2.2452,4.3851,0.9385,主板,水运,2002-05-23
002811.SZ,002811,郑中设计,20260224,16.14,10.0204,255493.741,255493741.0,2.55493741,497063.5881,4970635881.0,49.70635881,456944.0189,5.7871,12.3128,2.64,52.0911,3.5399,4.1874,2.7152,主板,装修装饰,2016-09-08
600714.SH,600714,金瑞矿业,20260224,16.8,10.0196,150900.733,150900733.0,1.50900733,484136.1386,4841361386.0,48.41361386,484136.1386,3.1604,4.8793,0.79,138.2714,6.4067,14.1132,0.4167,主板,化工原料,1996-06-06
002165.SZ,002165,红宝丽,20260224,12.52,10.0176,1522597.792,1522597792.0,15.22597792,920557.8359,9205578359.0,92.05578359,910992.129,17.1174,21.3752,0.65,157.3727,4.5029,3.377,0.3195,主板,化工原料,2007-09-13
603466.SH,603466,风语筑,20260224,12.85,10.0171,2429729.924,2429729924.0,24.29729924,764300.0344,7643000344.0,76.43000344,764300.0344,32.9785,56.0917,1.81,,3.6279,5.5529,1.5564,主板,文教休闲,2017-10-20
603042.SH,603042,华脉科技,20260224,20.1,10.0164,331616.518,331616518.0,3.31616518,322785.5784,3227855784.0,32.27855784,322785.5784,10.5353,13.6788,0.94,221.5488,3.7414,3.5643,,主板,通信设备,2017-06-02
002716.SZ,002716,湖南白银,20260224,15.05,10.0146,2898694.548,2898694548.0,28.98694548,4248748.4122,42487484122.0,424.87484122,3498905.6162,8.3392,9.6391,0.6,250.2691,12.618,5.1109,,主板,小金属,2014-01-28
000636.SZ,000636,风华高科,20260224,23.4,10.0141,640008.205,640008205.0,6.40008205,2707410.9137,27074109137.0,270.74109137,2707410.9137,2.3639,3.6684,0.39,80.2508,2.1666,5.4814,0.6357,主板,元器件,1996-11-29
600550.SH,600550,保变电气,20260224,16.7,10.0132,1965085.638,1965085638.0,19.65085638,3075352.5616,30753525616.0,307.53525616,3075352.5616,6.5364,14.6467,1.2,319.274,39.2823,6.4877,,主板,电气设备,2001-02-28
600345.SH,600345,长江通信,20260224,43.62,10.0126,655692.671,655692671.0,6.55692671,1437768.1198,14377681198.0,143.77681198,922821.6535,7.2745,11.2065,0.49,84.2398,4.0838,15.5666,0.1261,主板,通信设备,2000-12-22
605033.SH,605033,美邦股份,20260224,31.54,10.0105,93714.802,93714802.0,0.93714802,426420.8,4264208000.0,42.64208,426420.8,2.1977,8.0654,0.89,115.6889,3.7386,4.8154,0.4756,主板,农药化肥,2021-09-16
002207.SZ,002207,准油股份,20260224,11.1,10.0099,124986.569,124986569.0,1.24986569,290881.4696,2908814696.0,29.08814696,289501.209,4.3819,6.2727,0.26,,82.1111,8.5147,,主板,石油开采,2008-01-28
601872.SH,601872,招商轮船,20260224,13.41,10.0082,2069005.993,2069005993.0,20.69005993,10827956.1312,108279561312.0,1082.79561312,10827956.1312,1.9175,6.0931,1.37,21.2003,2.6928,4.197,1.6853,主板,水运,2006-12-01
601890.SH,601890,亚星锚链,20260224,13.63,10.0081,2915314.363,2915314363.0,29.15314363,1307662.2,13076622000.0,130.76622,1307662.2,23.1791,36.0487,4.63,46.382,3.5315,6.5756,1.0271,主板,船舶,2010-12-28
600141.SH,600141,兴发集团,20260224,41.55,10.0079,1827489.403,1827489403.0,18.27489403,4640405.7684,46404057684.00001,464.0405768400001,4640405.7684,4.0366,6.2839,2.42,28.9775,2.0966,1.6341,2.3775,主板,农药化肥,1999-06-16
002539.SZ,002539,云图控股,20260224,16.16,10.0068,510166.135,510166135.0,5.10166135,1951681.5994,19516815994.0,195.16815994,1424022.7633,3.6638,4.2937,1.46,24.2605,2.1084,0.9576,1.2376,主板,农药化肥,2011-01-18
600397.SH,600397,江钨装备,20260224,17.04,10.0065,980869.047,980869047.0,9.80869047,1686891.6389,16868916388.999998,168.68916388999997,1686891.6389,5.8787,9.6918,0.78,,108.5004,3.1214,,主板,专用机械,2002-07-02
603619.SH,603619,中曼石油,20260224,36.61,10.006,411696.638,411696638.0,4.11696638,1692621.1057,16926211057.0,169.26211057,1692621.1057,2.4554,3.0319,0.35,23.3201,3.9761,4.0936,1.3539,主板,石油开采,2017-11-17
600096.SH,600096,云天化,20260224,39.36,10.0056,3209420.05,3209420050.0,32.0942005,7175291.5172,71752915172.0,717.52915172,7175291.5172,4.5547,7.3888,2.52,13.4546,2.9626,1.166,4.065,主板,农药化肥,1997-07-09
603400.SH,603400,华之杰,20260224,67.07,10.0049,393846.263,393846263.0,3.93846263,670700.0,6707000000.0,67.07,134140.0,30.0882,30.0882,5.52,43.6934,5.547,5.4528,0.5964,主板,机械基件,2025-06-20
603139.SH,603139,康惠股份,20260224,26.39,10.0042,147237.438,147237438.0,1.47237438,263583.32,2635833200.0,26.358332,263583.32,5.7781,11.421,2.66,,3.6364,4.6931,,主板,中成药,2017-04-21
605289.SH,605289,罗曼股份,20260224,98.98,10.0022,1012471.755,1012471755.0,10.12471755,1078956.235,10789562350.000002,107.89562350000001,1072324.575,9.7471,19.65,1.67,,8.4281,15.6895,,主板,建筑工程,2021-04-26
603124.SH,603124,江南新材,20260224,109.99,10.001,102307.417,102307417.0,1.02307417,1603051.4438,16030514438.0,160.30514438,321453.1993,3.2087,3.2087,0.51,90.9232,8.9204,1.8429,0.3364,主板,铜,2025-03-20
601869.SH,601869,长飞光纤,20260224,234.73,10.0005,2735330.606,2735330606.0,27.35330606,19433416.6001,194334166001.0,1943.34166001,9537979.2445,2.9345,11.0741,0.67,287.5281,14.0318,15.9324,0.1142,主板,通信设备,2018-07-20
002554.SZ,002554,惠博普,20260224,4.18,10.0,239616.751,239616751.0,2.39616751,557494.9901,5574949901.000001,55.74949901000001,557390.6795,4.3742,6.8755,1.0,,2.3544,2.1374,,主板,石油开采,2011-02-25
603959.SH,603959,百利科技,20260224,6.71,10.0,105738.844,105738844.0,1.05738844,328990.6236,3289906236.0,32.89906236,328990.6236,3.2375,4.2421,0.25,,138.4991,2.7037,,主板,建筑工程,2016-05-17
605178.SH,605178,时空科技,20260224,67.98,10.0,270197.379,270197379.0,2.70197379,673545.84,6735458400.0,67.354584,673545.84,4.0572,7.1012,1.52,,5.5107,19.7514,,主板,装修装饰,2020-08-21
000603.SZ,000603,盛达资源,20260224,49.72,10.0,2079964.206,2079964206.0,20.79964206,3430527.5883,34305275883.0,343.05275883,3314913.7369,6.3892,10.7847,1.5,87.9543,10.4262,17.0401,0.2011,主板,铅锌,1996-08-23
601390.SH,601390,中国中铁,20260224,6.05,10.0,6157972.507,6157972507.0,61.57972507,14935164.267,149351642670.0,1493.5164267,12389693.317,5.0169,11.3902,3.82,5.3556,0.4765,0.129,4.3048,主板,建筑工程,2007-12-03
002490.SZ,002490,山东墨龙,20260224,8.47,10.0,189197.234,189197234.0,1.89197234,675777.5948,6757775948.0,67.57775948,458838.534,4.1795,7.3965,0.65,,13.5728,4.9823,,主板,化工机械,2010-10-21
002916.SZ,002916,深南电路,20260224,258.5,10.0,3626789.406,3626789406.0,36.26789406,17608156.4808,176081564808.0,1760.81564808,17185324.2825,2.1446,5.9825,1.56,93.7819,9.8706,9.8329,0.4369,主板,元器件,2017-12-13
603256.SH,603256,宏和科技,20260224,78.76,10.0,1544201.043,1544201043.0,15.44201043,6928733.79,69287337900.0,692.873379,6928733.79,2.3027,14.284,0.69,3038.7939,43.6458,83.0153,,主板,玻璃,2019-07-19
002358.SZ,002358,森源电气,20260224,8.8,10.0,412121.384,412121384.0,4.12121384,818186.1398,8181861398.0,81.81861398,818185.0178,5.1811,6.5991,0.4,92.2416,2.4375,2.9566,0.2273,主板,电气设备,2010-02-10
601808.SH,601808,中海油服,20260224,17.38,10.0,668560.604,668560604.0,6.68560604,8293026.896,82930268960.0,829.3026896,5145293.384,1.3195,7.1071,1.99,26.4362,1.8038,1.7169,1.3268,主板,石油开采,2007-09-28
002312.SZ,002312,川发龙蟒,20260224,12.76,10.0,1462052.259,1462052259.0,14.62052259,2408716.9953,24087169953.0,240.87169953,2403753.2966,6.1699,11.1889,3.89,45.1995,2.5053,2.9452,1.106,主板,化工原料,2009-12-03
000988.SZ,000988,华工科技,20260224,82.42,9.996,5984318.894,5984318894.0,59.84318894,8287353.3111,82873533111.0,828.73533111,8283091.785,7.2645,8.9696,2.08,67.8874,7.5994,7.0777,0.2427,主板,专用机械,2000-06-08
000422.SZ,000422,湖北宜化,20260224,16.95,9.9935,1283300.182,1283300182.0,12.83300182,1844581.0583,18445810583.0,184.45810583,1792976.3969,7.335,11.053,2.09,28.2675,3.1272,1.0874,1.1737,主板,农药化肥,1996-08-15
002895.SZ,002895,川恒股份,20260224,42.38,9.9922,640075.876,640075876.0,6.40075876,2575291.4026,25752914026.0,257.52914026,2528504.3064,2.6156,4.8921,2.44,26.9246,3.4868,4.3607,3.2566,主板,化工原料,2017-08-25
603115.SH,603115,海星股份,20260224,27.74,9.9921,331004.038,331004038.0,3.31004038,671003.9696,6710039696.0,67.10039696,671003.9696,5.1286,14.5622,1.19,41.7019,3.2492,3.4804,2.1389,主板,铝,2019-08-09
603685.SH,603685,晨丰科技,20260224,27.19,9.9919,235418.101,235418101.0,2.35418101,682334.5944,6823345943.999999,68.23345943999999,547785.3661,4.3852,9.7194,1.77,615.4386,3.455,5.3905,0.0198,主板,电气设备,2017-11-27
002606.SZ,002606,大连电瓷,20260224,12.77,9.9914,820318.844,820318844.0,8.20318844,560696.5019,5606965019.0,56.06965019,537798.4042,15.6698,21.7485,2.2,26.5589,3.0816,3.7479,0.2404,主板,电气设备,2011-08-05
001337.SZ,001337,四川黄金,20260224,50.64,9.9913,2094374.179,2094374179.0,20.94374179,2126880.0,21268800000.0,212.688,1460741.184,14.5476,24.8199,1.98,85.6956,12.2821,33.2411,0.4937,主板,黄金,2023-03-03
600671.SH,600671,天目药业,20260224,22.46,9.9902,184522.389,184522389.0,1.84522389,273515.3757,2735153756.9999995,27.351537569999994,273384.3171,6.8204,12.0244,2.01,179.4034,41.0729,12.5872,,主板,中成药,1993-08-23
002875.SZ,002875,安奈儿,20260224,19.05,9.9885,265833.827,265833827.0,2.65833827,405797.1412,4057971412.0,40.57971412,347541.6506,7.8964,10.2096,4.14,,6.3164,6.3509,,主板,服饰,2017-06-01
600176.SH,600176,中国巨石,20260224,28.3,9.9883,3560836.651,3560836651.0,35.60836651,11328876.9402,113288769401.99998,1132.8876940199998,11328876.9402,3.1932,6.0121,0.98,46.3384,3.6626,7.145,1.4488,主板,玻璃,1999-04-22
600330.SH,600330,天通股份,20260224,18.28,9.988,955497.409,955497409.0,9.55497409,2254718.1124,22547181124.0,225.47181124,2254718.1124,4.3179,5.3239,0.34,254.13,2.8117,7.3417,0.1187,主板,专用机械,2001-01-18
