ts_code,symbol,name,trade_date,close,pct_chg,amount,amount_yuan,amount_yi,total_mv,total_mv_yuan,total_mv_yi,circ_mv,turnover_rate,turnover_rate_f,volume_ratio,pe,pb,ps,dv_ratio,market,industry,list_date
300830.SZ,300830,金现代,20260224,12.75,-11.8257,857488.802,857488802.0,8.57488802,575841.9524,5758419523.999999,57.58419523999999,429783.0843,19.8413,24.0171,1.39,499.5969,4.2179,13.0994,0.1793,创业板,软件服务,2020-05-06
688343.SH,688343,云天励飞-U,20260224,85.66,-11.4351,2382375.733,2382375733.0,23.82375733,3080362.5531,30803625531.0,308.03625531,2266623.048,10.2097,11.2367,1.59,,7.8957,33.5781,,科创板,软件服务,2023-04-04
688583.SH,688583,思看科技,20260224,143.5,-11.4198,519257.338,519257338.0,5.19257338,1268540.0,12685400000.0,126.854,442029.3927,11.6234,11.6234,0.82,105.2489,11.1079,38.142,0.3994,科创板,电器仪表,2025-01-15
300364.SZ,300364,中文在线,20260224,32.37,-10.8264,4765869.98,4765869980.0,47.6586998,2358154.882,23581548820.000004,235.81548820000003,2137751.6144,21.8504,25.0888,0.79,,49.88,20.3444,,创业板,出版业,2015-01-21
300383.SZ,300383,光环新网,20260224,15.86,-10.6479,3416967.918,3416967918.0,34.16967918,2850982.2553,28509822553.0,285.09822553,2844576.8518,11.7952,15.4044,0.92,74.7417,2.2373,3.9155,0.3783,创业板,软件服务,2014-01-29
300188.SZ,300188,国投智能,20260224,14.19,-10.586,1273970.81,1273970810.0,12.7397081,1219598.3029,12195983029.0,121.95983029,1213961.7227,10.2197,17.3799,1.25,,3.9417,6.8938,,创业板,软件服务,2011-03-16
688118.SH,688118,普元信息,20260224,30.25,-10.4765,235690.745,235690745.0,2.35690745,282283.0568,2822830568.0,28.22830568,282283.0568,8.1371,10.1655,1.1,431.1894,3.4237,6.7237,0.4879,科创板,软件服务,2019-12-04
300624.SZ,300624,万兴科技,20260224,85.17,-10.4228,2054150.015,2054150015.0,20.54150015,1646645.4715,16466454715.0,164.66454715,1458393.3007,13.7664,17.2232,0.8,,15.2486,11.4371,,创业板,软件服务,2018-01-18
688561.SH,688561,奇安信-U,20260224,35.54,-10.0253,814134.894,814134894.0,8.14134894,2424726.1847,24247261847.0,242.47261847,2424726.1847,3.2848,8.7267,1.77,,2.9779,5.575,,科创板,软件服务,2020-07-22
001330.SZ,001330,博纳影业,20260224,11.49,-10.0235,148644.981,148644981.0,1.48644981,1579322.3126,15793223126.0,157.93223126,1579322.3126,0.9412,1.2966,0.06,,3.7702,10.8064,,主板,影视音像,2022-08-18
603232.SH,603232,格尔软件,20260224,23.64,-10.0114,710785.539,710785539.0,7.10785539,553370.309,5533703090.0,55.3370309,546793.1882,12.7588,17.9103,1.01,150.3228,4.1129,10.4551,0.2116,主板,软件服务,2017-04-21
002326.SZ,002326,永太科技,20260224,25.89,-10.0104,285802.299,285802299.0,2.85802299,2395155.4496,23951554496.0,239.51554496,2092323.7597,1.366,1.7161,0.21,,8.795,5.2189,,主板,化工原料,2009-12-22
002951.SZ,002951,金时科技,20260224,17.53,-10.0103,553483.633,553483633.0,5.53483633,709965.0,7099650000.0,70.9965,703171.117,7.5859,44.8863,1.91,,4.2319,18.8911,2.8171,主板,广告包装,2019-03-15
002739.SZ,002739,万达电影,20260224,11.24,-10.008,1682397.583,1682397583.0,16.82397583,2373639.2678,23736392678.0,237.36392678,2360301.5916,7.0812,10.1184,0.75,,3.0908,1.9201,,主板,影视音像,2015-01-22
603171.SH,603171,税友股份,20260224,60.11,-10.0015,655845.234,655845234.0,6.55845234,2442539.795,24425397950.0,244.2539795,2439804.79,2.6037,10.1935,3.22,216.9627,9.6758,12.5559,0.3331,主板,软件服务,2021-06-30
603103.SH,603103,横店影视,20260224,31.41,-10.0,45054.504,45054504.0,0.45054504,1992022.2,19920222000.0,199.20222,1992022.2,0.2262,1.9332,0.05,,15.5034,10.1042,0.4457,主板,影视音像,2017-10-12
601595.SH,601595,上海电影,20260224,29.26,-9.9969,809872.174,809872174.0,8.09872174,1311433.2,13114332000.0,131.14332,1311433.2,6.1286,19.9088,0.79,145.6385,7.6704,18.996,0.164,主板,影视音像,2016-08-17
605287.SH,605287,德才股份,20260224,54.56,-9.9967,127088.297,127088297.0,1.27088297,763840.0,7638400000.0,76.384,763840.0,1.638,3.2023,0.16,,4.9188,1.8478,,主板,装修装饰,2021-07-06
601888.SH,601888,中国中免,20260224,85.18,-9.9958,4180062.206,4180062206.0,41.80062206,17622541.3368,176225413368.00003,1762.2541336800002,16631186.6838,2.4907,5.3331,0.99,41.2985,3.195,3.1205,1.5262,主板,旅游服务,2009-10-15
603533.SH,603533,掌阅科技,20260224,33.86,-9.9947,1574479.952,1574479952.0,15.74479952,1486104.6833,14861046833.0,148.61046833,1486104.6833,10.5186,18.126,2.46,301.492,6.4283,5.7527,0.2953,主板,互联网,2017-09-21
603000.SH,603000,人民网,20260224,23.15,-9.9922,2247898.495,2247898495.0,22.47898495,2559674.7946,25596747946.0,255.96747946,2559674.7946,8.6551,19.9222,1.09,122.3378,6.9703,12.2601,0.5702,主板,互联网,2012-04-27
000681.SZ,000681,视觉中国,20260224,26.59,-9.9865,2987624.665,2987624665.0,29.87624665,1862835.4023,18628354023.0,186.28354023,1798184.4949,16.2774,22.5087,0.88,156.3481,5.1378,22.9644,0.0901,主板,互联网,1997-01-21
603138.SH,603138,海量数据,20260224,20.93,-9.9785,681454.64,681454640.0,6.8145464,615075.582,6150755820.000001,61.50755820000001,603501.5851,11.0273,19.8459,0.67,,8.0185,16.5133,,主板,软件服务,2017-03-06
600977.SH,600977,中国电影,20260224,16.7,-9.973,369901.021,369901021.0,3.69901021,3117890.0,31178900000.0,311.789,3117890.0,1.1861,3.6342,0.17,221.9821,2.8202,6.8156,0.2754,主板,影视音像,2016-08-09
300703.SZ,300703,创源股份,20260224,24.61,-9.9524,382473.402,382473402.0,3.82473402,443944.3182,4439443182.0,44.39443182,417537.1558,8.8669,13.2568,1.53,41.1316,4.7579,2.2891,0.6095,创业板,文教休闲,2017-09-19
600589.SH,600589,大位科技,20260224,11.89,-9.856,6414271.874,6414271874.0,64.14271874,1765272.4992,17652724992.0,176.52724992,1757900.6992,35.3555,41.8689,2.72,,24.8222,43.5476,,主板,软件服务,2001-06-12
688039.SH,688039,当虹科技,20260224,54.6,-9.7222,315469.031,315469031.0,3.15469031,603883.775,6038837750.0,60.3883775,603883.775,5.1792,9.8413,0.82,,5.436,19.6946,,科创板,软件服务,2019-12-11
688023.SH,688023,安恒信息,20260224,56.72,-9.5375,465096.233,465096233.0,4.65096233,578915.7712,5789157712.0,57.89157712,578915.7712,7.8566,10.5066,1.6,,2.5503,2.8339,,科创板,软件服务,2019-11-05
300539.SZ,300539,横河精密,20260224,29.74,-9.3016,770191.277,770191277.0,7.70191277,797331.3688,7973313688.000001,79.73313688,647999.6168,12.0009,19.3363,6.95,209.8194,6.862,10.6169,0.3772,创业板,塑料,2016-08-30
688266.SH,688266,泽璟制药-U,20260224,85.66,-9.2777,471969.335,471969335.0,4.71969335,2267490.3213,22674903213.0,226.74903213,2267490.3213,2.0438,3.1205,2.26,,19.7342,42.5457,,科创板,生物制药,2020-01-23
002905.SZ,002905,金逸影视,20260224,11.18,-9.2532,296439.25,296439250.0,2.9643925,420725.76,4207257600.0,42.072576,390673.92,7.6098,28.2649,0.71,,44.3003,4.1556,,主板,影视音像,2017-10-16
301025.SZ,301025,读客文化,20260224,12.15,-8.9888,470231.77,470231770.0,4.7023177,486375.921,4863759210.0,48.6375921,336738.1491,13.7539,33.8983,0.75,330.6993,7.8589,11.9941,0.2469,创业板,出版业,2021-07-19
603881.SH,603881,数据港,20260224,38.98,-8.9252,3571793.057,3571793057.0,35.71793057,2800233.5421,28002335421.000004,280.02335421000004,2800233.5421,12.5562,22.241,0.72,211.8336,8.5266,16.2756,0.1535,主板,软件服务,2017-02-08
300585.SZ,300585,奥联电子,20260224,16.59,-8.8462,258175.71,258175710.0,2.5817571,283873.3331,2838733331.0,28.38733331,283873.3331,9.1632,15.5972,2.79,,3.9845,6.4494,,创业板,汽车配件,2016-12-29
600633.SH,600633,浙数文化,20260224,14.28,-8.8123,1175802.839,1175802839.0,11.75802839,1810810.346,18108103460.0,181.0810346,1810810.346,6.4195,12.5391,1.2,35.3999,1.7751,5.8475,1.6807,主板,互联网,1993-03-04
300792.SZ,300792,壹网壹创,20260224,42.4,-8.5813,516946.108,516946108.0,5.16946108,1004637.1752,10046371752.0,100.46371752,901142.7735,5.6455,10.1077,0.57,132.1997,3.4315,8.1294,0.2358,创业板,互联网,2019-09-27
002345.SZ,002345,潮宏基,20260224,12.48,-8.5714,581653.44,581653440.0,5.8165344,1108863.8583,11088638583.0,110.88638583,1082378.1883,5.2654,8.4759,1.97,57.2614,3.2106,1.7013,2.8045,主板,服饰,2010-01-28
603598.SH,603598,引力传媒,20260224,25.25,-8.5476,972174.957,972174957.0,9.72174957,680646.3225,6806463225.0,68.06463225,679888.8225,14.0367,27.9934,0.66,,32.2371,1.0823,,主板,互联网,2015-05-27
688095.SH,688095,福昕软件,20260224,85.0,-8.4545,467887.573,467887573.0,4.67887573,776555.954,7765559540.0,77.6555954,776555.954,5.9303,9.8598,1.74,288.0587,3.0684,10.9199,0.3465,科创板,软件服务,2020-09-08
000892.SZ,000892,欢瑞世纪,20260224,7.38,-8.4367,1031529.584,1031529584.0,10.31529584,723963.5891,7239635891.0,72.39635891,524597.3031,19.3822,26.6742,0.95,,8.5712,18.8103,,主板,影视音像,1999-01-15
603888.SH,603888,新华网,20260224,22.75,-8.2291,1036266.451,1036266451.0,10.36266451,1535029.3322,15350293322.0,153.50293322,1535029.3322,6.6742,17.6669,0.88,65.62,4.1722,7.1669,0.4598,主板,互联网,2016-10-28
688031.SH,688031,星环科技-U,20260224,190.48,-8.2024,1964925.574,1964925574.0,19.64925574,2307396.928,23073969280.0,230.7396928,2307396.928,8.7271,12.8939,1.85,,25.7967,62.1116,,科创板,软件服务,2022-10-18
300738.SZ,300738,奥飞数据,20260224,23.8,-8.179,2418902.481,2418902481.0,24.18902481,2344725.9843,23447259843.0,234.47259843,2344062.05,10.2456,14.1532,0.94,188.9598,6.6738,10.831,0.0546,创业板,软件服务,2018-01-19
605598.SH,605598,上海港湾,20260224,53.67,-8.1622,421312.404,421312404.0,4.21312404,1312686.6699,13126866699.0,131.26866699,1304271.2139,3.186,10.3212,1.37,141.8865,7.2232,10.1234,0.2124,主板,建筑工程,2021-09-17
300182.SZ,300182,捷成股份,20260224,7.37,-7.875,4239575.355,4239575355.0000005,42.39575355,1963239.4908,19632394908.0,196.32394908,1664810.816,24.928,26.7647,0.71,82.3753,2.3359,6.8489,0.0678,创业板,影视音像,2011-02-22
688615.SH,688615,合合信息,20260224,221.02,-7.8008,1227518.741,1227518741.0,12.27518741,3094280.0,30942800000.0,309.428,2136605.7329,5.6262,6.0774,1.97,77.2546,11.0233,21.5158,0.6464,科创板,软件服务,2024-09-26
688435.SH,688435,英方软件,20260224,55.78,-7.7712,287219.477,287219477.0,2.87219477,465763.0,4657630000.0,46.5763,312636.5807,9.0962,10.2935,0.84,,4.2387,24.4513,,科创板,软件服务,2023-01-19
002943.SZ,002943,宇晶股份,20260224,70.42,-7.7185,855384.265,855384265.0,8.55384265,1447282.6565,14472826565.0,144.72826565,1025412.0064,8.2161,9.0926,1.01,,16.1891,13.9494,,主板,机床制造,2018-11-29
688787.SH,688787,海天瑞声,20260224,139.18,-7.5216,650444.207,650444207.0,6.50444207,839605.8552,8396058552.0,83.96058552,839605.8552,7.6515,12.0733,0.96,740.6486,11.4926,35.414,0.2495,科创板,软件服务,2021-08-13
300952.SZ,300952,恒辉安防,20260224,43.51,-7.2677,383592.533,383592533.0,3.83592533,750925.1189,7509251189.0,75.09251189,455934.9985,8.2853,11.5114,1.64,64.4345,4.4329,5.9147,0.4958,创业板,纺织,2021-03-11
003010.SZ,003010,若羽臣,20260224,31.6,-7.2225,446420.161,446420161.0,4.46420161,982947.9442,9829479442.0,98.29479442,714609.2951,6.1325,8.0163,3.12,93.0503,12.5304,5.5667,1.4851,主板,互联网,2020-09-25
688365.SH,688365,光云科技,20260224,23.07,-7.2003,718138.954,718138954.0,7.18138954,982377.546,9823775460.0,98.2377546,982377.546,7.2532,17.6008,1.19,,10.4015,20.5608,,科创板,软件服务,2020-04-29
301085.SZ,301085,亚康股份,20260224,64.3,-7.0809,626905.498,626905498.0,6.26905498,557967.5903,5579675903.0,55.79675903,378802.5011,16.3029,26.5866,0.65,202.8657,5.2002,4.0472,0.1852,创业板,软件服务,2021-10-18
688622.SH,688622,禾信仪器,20260224,131.5,-7.0671,336261.396,336261396.0,3.36261396,926621.6012,9266216012.0,92.66216012,926621.6012,3.5156,7.5568,0.99,,25.2751,45.757,,科创板,电器仪表,2021-09-13
603667.SH,603667,五洲新春,20260224,84.39,-6.8954,4181788.026,4181788026.0,41.81788026,3090385.176,30903851760.0,309.0385176,3090385.176,13.5497,21.2877,0.92,338.227,10.3611,9.4665,0.1423,主板,机械基件,2016-10-25
301413.SZ,301413,安培龙,20260224,150.09,-6.869,672873.476,672873476.0,6.72873476,1476915.3929,14769153929.0,147.69153929,881777.159,7.4856,7.4856,1.1,178.722,11.8061,15.7091,0.1999,创业板,电器仪表,2023-12-18
600126.SH,600126,杭钢股份,20260224,8.82,-6.8638,1303716.912,1303716912.0,13.03716912,2978680.7712,29786807712.0,297.86807712,2978680.7712,4.353,11.5138,1.19,,1.5274,0.4679,,主板,普钢,1998-03-11
600602.SH,600602,云赛智联,20260224,20.8,-6.81,1441013.459,1441013459.0,14.41013459,2844760.7864,28447607864.0,284.47607864,2234550.2192,6.4349,11.4831,1.07,140.5559,5.9009,5.0594,0.2163,主板,软件服务,1990-12-19
688225.SH,688225,亚信安全,20260224,20.34,-6.7828,180182.624,180182624.0,1.80182624,813620.34,8136203400.0,81.362034,813620.34,2.1998,4.2081,1.44,848.3483,4.5803,2.2631,,科创板,软件服务,2022-02-09
688768.SH,688768,容知日新,20260224,62.04,-6.6927,172555.841,172555841.0,1.72555841,545881.9755,5458819754.999999,54.58819754999999,541383.058,3.1203,4.7691,1.89,50.7691,5.1891,9.3516,0.6887,科创板,电器仪表,2021-07-26
688337.SH,688337,普源精电,20260224,43.02,-6.6811,238741.488,238741488.0,2.38741488,834047.7419,8340477419.0,83.40477419,799814.7705,2.9617,8.1553,0.87,90.3597,2.6394,10.7504,0.9292,科创板,电器仪表,2022-04-08
688629.SH,688629,华丰科技,20260224,107.92,-6.6113,2893362.789,2893362789.0,28.93362789,4975034.6322,49750346322.0,497.50346322,1961802.6432,14.5557,14.5557,1.55,,29.5473,45.5633,,科创板,元器件,2023-06-27
301066.SZ,301066,万事利,20260224,17.0,-6.5421,269775.682,269775682.0,2.69775682,399369.2887,3993692886.9999995,39.936928869999996,396298.339,6.7744,13.5192,1.63,113.7602,3.2175,5.9788,0.8047,创业板,纺织,2021-09-22
688521.SH,688521,芯原股份,20260224,257.53,-6.5227,5706328.011,5706328011.0,57.06328011,13543896.0256,135438960256.0,1354.38960256,13543896.0256,4.1363,5.9465,1.06,,38.0531,58.3315,,科创板,半导体,2020-08-18
300571.SZ,300571,平治信息,20260224,30.33,-6.4755,323761.219,323761219.0,3.23761219,423189.3157,4231893157.0,42.31893157,350727.5518,9.1129,11.6383,0.87,,2.9124,2.9328,,创业板,互联网,2016-12-13
301529.SZ,301529,福赛科技,20260224,122.18,-6.3827,326107.066,326107066.0,3.26107066,1036541.0318,10365410318.0,103.65410318,552724.1152,5.8253,6.9042,0.82,106.1469,7.6428,7.7818,0.3386,创业板,汽车配件,2023-09-11
688160.SH,688160,步科股份,20260224,122.16,-6.3549,423125.682,423125682.0,4.23125682,1109606.2285,11096062285.0,110.96062285,1109606.2285,3.7512,9.3624,1.63,226.9525,8.7617,20.2679,0.2271,科创板,电器仪表,2020-11-12
300133.SZ,300133,华策影视,20260224,8.85,-6.25,1528169.819,1528169819.0,15.28169819,1671119.8182,16711198182.000002,167.11198182,1426822.5774,10.6566,13.3924,0.63,68.7568,2.3144,8.6182,0.3702,创业板,影视音像,2010-10-26
300166.SZ,300166,东方国信,20260224,13.49,-6.1892,1951242.201,1951242201.0,19.51242201,1536168.0141,15361680141.0,153.61680141,1221893.9311,15.7761,16.8492,0.62,522.0243,2.6254,5.5007,,创业板,软件服务,2011-01-25
688656.SH,688656,浩欧博,20260224,138.51,-6.1649,169321.793,169321793.0,1.69321793,879257.8787,8792578787.0,87.92578787,879257.8787,1.8928,5.8191,2.03,238.9041,10.6056,21.8537,0.2124,科创板,医疗保健,2021-01-13
000628.SZ,000628,高新发展,20260224,52.68,-6.0963,1073520.304,1073520304.0,10.73520304,1855811.04,18558110400.0,185.581104,1012712.8658,10.4652,12.1695,1.47,302.3984,8.4655,2.6038,0.1044,主板,建筑工程,1996-11-18
605398.SH,605398,新炬网络,20260224,30.5,-6.0961,178450.029,178450029.0,1.78450029,496284.956,4962849560.0,49.6284956,496284.956,3.5621,11.5042,1.09,232.043,4.8187,9.3101,0.0484,主板,软件服务,2021-01-21
002315.SZ,002315,焦点科技,20260224,44.84,-6.0746,724586.79,724586790.0,7.2458679,1422485.6366,14224856366.0,142.24856366,907181.6303,7.9024,9.4794,2.08,31.5277,5.1882,8.5652,2.5647,主板,互联网,2009-12-09
002931.SZ,002931,锋龙股份,20260224,84.49,-5.9655,1655094.462,1655094462.0,16.55094462,1846155.9773,18461559773.0,184.61559773,1700391.0581,9.5989,18.656,0.77,4019.57,19.4285,38.5669,0.0592,主板,机械基件,2018-04-03
300634.SZ,300634,彩讯股份,20260224,28.7,-5.8708,854945.133,854945133.0,8.54945133,1294975.283,12949752830.0,129.4975283,1247225.945,6.7744,11.3582,1.41,56.2692,4.444,7.838,0.5544,创业板,软件服务,2018-03-23
002354.SZ,002354,天娱数科,20260224,6.76,-5.8496,1253450.818,1253450818.0,12.53450818,1118500.0143,11185000143.0,111.85000143,1099129.5446,11.2287,11.2287,1.31,,8.7071,7.0855,,主板,互联网,2010-02-09
002517.SZ,002517,恺英网络,20260224,23.08,-5.8344,1547277.042,1547277042.0,15.47277042,4930910.9841,49309109841.0,493.09109841,4360012.0413,3.5254,3.9255,0.84,30.2794,4.8269,9.6341,0.4333,主板,互联网,2010-12-07
300170.SZ,300170,汉得信息,20260224,23.15,-5.8177,2495528.065,2495528065.0,24.95528065,2366455.9935,23664559935.0,236.64559935,2262003.6518,10.9011,11.0514,1.22,125.6135,4.276,7.3148,0.1997,创业板,软件服务,2011-02-01
301363.SZ,301363,美好医疗,20260224,32.86,-5.7913,554580.335,554580335.0,5.54580335,1869310.6975,18693106975.0,186.93106975,1226345.0843,4.5352,10.8356,1.36,51.3862,5.1122,11.7256,0.4599,创业板,医疗保健,2022-10-12
688767.SH,688767,博拓生物,20260224,37.94,-5.7625,188033.319,188033319.0,1.88033319,566570.6692,5665706692.0,56.65706692,566570.6692,3.3073,7.3577,1.8,33.4229,2.4228,10.1282,2.8218,科创板,医疗保健,2021-09-08
300493.SZ,300493,润欣科技,20260224,19.91,-5.6845,657551.603,657551603.0,6.57551603,1020429.4046,10204294046.0,102.04294046,1008663.0923,6.4625,8.4877,1.06,280.5707,8.7694,3.931,0.1758,创业板,元器件,2015-12-10
688796.SH,688796,百奥赛图,20260224,71.35,-5.6217,181646.056,181646056.0,1.81646056,3188620.2267,31886202267.0,318.86202267,256058.3185,6.9478,6.9478,1.2,950.6404,15.0419,32.5219,,科创板,生物制药,2025-12-10
002153.SZ,002153,石基信息,20260224,11.8,-5.6,690317.558,690317558.0,6.90317558,3220448.7324,32204487324.0,322.04487324,1887721.2887,3.6061,7.4559,0.97,,4.6272,10.9267,0.0847,主板,软件服务,2007-08-13
603216.SH,603216,梦天家居,20260224,38.58,-5.58,337149.187,337149187.0,3.37149187,859138.02,8591380200.0,85.913802,859138.02,3.868,14.3536,2.34,140.2421,4.7956,7.6926,0.5184,主板,家居用品,2021-12-15
688699.SH,688699,明微电子,20260224,51.56,-5.4985,332237.231,332237231.0,3.32237231,567493.2838,5674932838.0,56.74932838,567493.2838,5.7537,11.9199,1.94,800.5368,4.6846,9.343,,科创板,半导体,2020-12-18
002878.SZ,002878,元隆雅图,20260224,18.61,-5.485,271254.077,271254077.0,2.71254077,487566.6039,4875666039.0,48.75666039,439071.0115,6.1177,10.6357,0.95,,3.7894,1.7991,,主板,广告包装,2017-06-06
688201.SH,688201,信安世纪,20260224,15.56,-5.4678,224155.395,224155395.0,2.24155395,493491.3377,4934913377.0,49.34913377,470737.8517,4.7235,8.0755,1.8,,3.7938,9.8587,,科创板,软件服务,2021-04-21
688692.SH,688692,达梦数据,20260224,249.88,-5.4595,486816.937,486816937.0,4.86816937,2829641.12,28296411200.0,282.964112,1827538.6102,2.6348,3.7254,1.33,78.195,8.2463,27.0926,0.3744,科创板,软件服务,2024-06-12
300229.SZ,300229,拓尔思,20260224,22.41,-5.443,1228727.541,1228727541.0,12.28727541,1957784.5086,19577845086.0,195.77845086,1956460.7522,6.2393,8.1363,0.97,,4.9379,25.1956,,创业板,软件服务,2011-06-15
300017.SZ,300017,网宿科技,20260224,21.3,-5.4174,9994621.27,9994621270.0,99.9462127,5238628.025,52386280250.0,523.8628025,4912081.6698,20.575,23.3633,0.84,77.6643,5.1669,10.6217,1.1664,创业板,软件服务,2009-10-30
